id,category,text
26434,건강,누가 때렸나
26435,건강,우짜 다가
26436,건강,코피 엄청 나길래 어디 부러진 줄 알 고
26437,건강,술 좀 그만 먹어라
26438,건강,깜짝 놀랬는데 금 살짝 갔다고
26439,건강,인제 보는데 그리 술 묵노
26440,건강,이제 좀 조심해야지
26441,건강,코피 완전 엄청 났음
26442,건강,우사 칠 갑 쓰
26443,건강,부끄럽 쓰
26444,건강,안녕
26445,건강,좋은 아침
26446,건강,영 양제 추천 좀 해줘
26447,건강,좋은 아침 이야
26448,건강,영 양제
26449,건강,비타민 이랑 아르기닌
26450,건강,눈 건강 루테 인 들어 봄
26451,건강,들어 봄
26452,건강,아르기닌 묵지 말라던데
26453,건강,왜 묵지 말 래
26454,건강,갈 쳐 줘
26455,건강,아르기닌 그렇게 몸 안 좋다던데
26456,건강,뭐 안 좋대
26457,건강,잘 몰라
26458,건강,미안한데 알려줄 수 있어
26459,건강,미안
26460,건강,나도 자세히는 몰라
26461,건강,스브스 스폐셜 에서 봤음
26462,건강,활 력 좋아지는 거 아니가
26463,건강,자세한 건 기억 안 남
26464,건강,안 좋대
26465,건강,찾아봐야겠네
26466,건강,한 통 더 샀는데 아무튼 알려줘서 고마워
26467,건강,행 님 하이
26468,건강,퇴근 했나
26469,건강,요새 운동 하나 행 님
26470,건강,하이
26471,건강,퇴근 했다
26472,건강,전혀 안 하고 있다
26473,건강,그니까 할 시간 없겠네
26474,건강,시간 은 만들면 되는데 의지 없다
26475,건강,마치 면 이랑 좀 놀고 쉬 고 할려면
26476,건강,같이 많이 안 놀아 준다
26477,건강,아파트 헬스장 이라도 가면 어때
26478,건강,그건 좀 싫음
26479,건강,추천 은 고맙다
26480,건강,왠지 거 긴 이쁜 사람 많을 듯
26481,건강,없다 아지 매 들 밖 이다
26482,건강,평거동 아파트 헬스장 에는 아닌가
26483,건강,식당 지매 같은 사람 들 삠
26484,건강,안녕
26485,건강,맹장 수술 함
26486,건강,안녕
26487,건강,예전 했읏 지 몰랐나
26488,건강,난 아직 맹장 붙어있는데
26489,건강,나도 아직 터지진 않았다
26490,건강,맹장 수술 했다고 안 했다고
26491,건강,안 했다고
26492,건강,언제 터질지 겁난다
26493,건강,맹장 터지면 엄청 아프 다드 라 말 못 한대
26494,건강,그니까 졸랭 무섭네
26495,건강,왜 터지는 거지
26496,건강,잘 먹고 잘 싸고 하면 괜찮은 거 아냐
26497,건강,미리 알 순 없나
26498,건강,나도 약간 겁나긴 함
26499,건강,건강 별일 없 제
26500,건강,아니요
26501,건강,별일 있어요
26502,건강,저 요즘 허벅지 너무 저려요
26503,건강,비염 은 때문 고생 해봄
26504,건강,디스크 재발 한 거 같은데
26505,건강,허벅지 왜 저린데
26506,건강,비염 은 요즘 좀 나아요
26507,건강,디스크 터지면 허벅지 저리
26508,건강,괘안
26509,건강,신경 누르니까 허벅지 되게 저려요
26510,건강,걱정 해주셔서 감사합니다 행 님
26511,건강,비염 내는 수술 해야 된 다드 라
26512,건강,요즘 비염 수술 실비 되나요
26513,건강,코 안 뭘 지져야 한다던데 개 아프대
26514,건강,아프겠다
26515,건강,저 안 할래요
26516,건강,이렇게 살렵니
26517,건강,헬스 를 해서 그런지 발바닥 아프네
26518,건강,신발 잘못 신어 서 그런 거 아니야
26519,건강,런가
26520,건강,자세 괜찮았는데 뭐 문제 지
26521,건강,운동 할 때 운동화 신으면 건강 나빠져
26522,건강,왜 만 몰랐지
26523,건강,발바닥 부분 말랑해서 중심 깨진다 더 라고
26524,건강,헉 그러면 다음 부턴 단화 신어야지
26525,건강,건강 챙기려다 잃는 수가 있어
26526,건강,말 안 했으면 건강 상태 완전 나빠질 뻔
26527,건강,고마워
26528,건강,그치
26529,건강,밖에 없다니까
26530,건강,고마워
26531,건강,없었으면 큰일 났다
26532,건강,그치
26533,건강,고마우면 맛있는 거 쏴라
26534,건강,우리 언제 만날까
26535,건강,건강 챙기는 게 왜 이리 힘들지
26536,건강,뭐 때문 그런 생각 하는데
26537,건강,담배 피 보 니까 요즘 폐가 아파
26538,건강,그건 당연히 담배 잘 못 된 거지
26539,건강,그치
26540,건강,금연 자체 힘드네
26541,건강,금연 껌 이나 아니면 클리 닉 이라도 받아 봐
26542,건강,시간 없어서 가질 못 해
26543,건강,그러다가 나중 폐 못 돌린다
26544,건강,지금 폐 감사하게 생각 해
26545,건강,우리 부모님 소리 하더라
26546,건강,지금 나이 건강 안 챙기면 큰일
26547,건강,나중 간 수술 한다 더 라고
26548,건강,당연하지
26549,건강,그러니 얼른 금연 시작 해
26550,건강,이번 교 정기 조이러 갔는데 너무 아프다
26551,건강,하면 고통 이라고 하더라
26552,건강,이번 더 단단한 걸 로 조였는데 지금 씹지를 못 해
26553,건강,엄청 고통스럽겠다
26554,건강,교정 하면 보통 몇 년 이나 해
26555,건강,의사 선생님 년 정도 해야 한다고 했어
26556,건강,지금 개월 째 고
26557,건강,초반 더 아프다던데
26558,건강,고생 이네
26559,건강,후 전 에는 하고 싶었는데 지금 은 교 정기 떼어 버리고 싶음
26560,건강,내 동생 교정 했었는데 옆 에서 보는 것 만 해도 엄청 힘들거 같더라고
26561,건강,오우 니 동생 은 몇 년 해야 한다고 하는데
26562,건강,내 동생 년 해서 지금 은 풀었어
26563,건강,겁나 부럽다
26564,건강,이제 시작 인데
26565,건강,동생 은 어릴 때 좀 일찍 해서
26566,건강,형 허리 아픈 거 한의원 가봐서 침 좀 봤어
26567,건강,난 허리 전문 병원 가서 주사 만 봤어
26568,건강,주사 만 맞는다고 낫는 게 아니더라
26569,건강,침 좀 봐
26570,건강,병원 갈 시간 잘 안 나더라
26571,건강,하긴 한의원 은 기본 시간 잡고 가야 하더라
26572,건강,두 시간
26573,건강,서울 이라 그런 거니
26574,건강,한의원 가면 보통 전기 치료 받고 찜질 하고 침 맞고 하면 기본 시간 아니야
26575,건강,내 간데만 그런진 모르겠지만 분이면 끝나더라
26576,건강,침 만 맞으면 분이면 되지
26577,건강,그러면 퇴근 하고 한번 가보는 게 어때
26578,건강,말 나온 김 내일 한번 가봐야겠다
26579,건강,요즘 너무 아프네
26580,건강,계속 참지만 말고 어디 라도 계속 다녀
26581,건강,그래야지
26582,건강,이제 나이 느껴진다
26583,건강,걱정 해줘서 고마워
26584,건강,수술 받아 본 적 있음
26585,건강,수술 받은 적 한번 없는데
26586,건강,꼬맨 것 수술 들어가나 그러면 한 번 있는데
26587,건강,꼬맨 적도 없어서 모르겠다
26588,건강,되게 평탄한 삶 살아왔구나
26589,건강,뭐 어디 엄청 크게 다치거나 그런 적 없어서
26590,건강,그렇구나 칼 로 내 손 찍음
26591,건강,무슨 자해 했나
26592,건강,칼 로 뭐 한다고 손 찍노
26593,건강,엄마 오이소박이 한다고 해서 도와주다가 내 칼 써 봤어야지 그대로 찍었더니 피 나오더라
26594,건강,아이고 조심 좀 하지
26595,건강,무슨 칼 로 손 찍노
26596,건강,몰라 아픈 것 아니었어
26597,건강,엄마 등짝 때렸는데 거기 더 아팠거든
26598,건강,어머님 의 손맛 은 언제나 맵 지
26599,건강,보험 가지 고 있는 거 있어
26600,건강,보험 은 들 들고 있잖아
26601,건강,달 보험 비 만 원 씩 나가
26602,건강,엄청 많이 나가는 거 아니야
26603,건강,엄마 들어 놔서 뭔 지 몰라
26604,건강,나도 그런데 엄마 들어 놨어
26605,건강,중요한 거 라고 하더라
26606,건강,우리 엄마 소리 하더라고
26607,건강,보통 은 실비 랑 암 보험 있지 않나
26608,건강,나도 실비 랑 암 보험 있지
26609,건강,다음 보험사 전화해서 자세하게 물어보자
26610,건강,한번 알아보고 연락 줘
26611,건강,몸 붓기 빼줘
26612,건강,그런 거 안 하는데
26613,건강,폼플러 가지 고 몸 림프 순환 와야 한 대
26614,건강,그렇게 안 하면 안 되는 거야
26615,건강,몸 피 잘 흘러야 좋으니까
26616,건강,그래서 요즘 내 몸 잘 붓
26617,건강,헬스장 가서 해봐
26618,건강,안 몸 푸는 곳 폼플러 있던데
26619,건강,요즘 남자 많이 하더라
26620,건강,나도 헬스쌤 한테 좀 배워야겠다
26621,건강,한번 배워서 해봐
26622,건강,고마워 덕분 하나 알 간다
26623,건강,어깨 수술 하고 재활 치료 따로 했어
26624,건강,병원 에서 재활 치료 힘들게 했지
26625,건강,어떤 식 으로 재활 치료 했어
26626,건강,생각 은 잘 안 나는데 팔 과 목 많이 땡긴 거 같아
26627,건강,그때 수술 부위 안 아팠어
26628,건강,오우 그때 생각 하고 싶지도 않아
26629,건강,괜 한 얘기 꺼내서 미안해
26630,건강,지금 은 재활 치료 덕분 괜찮은 거지
26631,건강,엄청 아팠는데 지금 은 너무 괜찮아
26632,건강,치료 할 때 제대로 해야 한다고 하더라
26633,건강,그래서 나도 이참 배워 볼까 생각 중이
26634,건강,그것 괜찮지
26635,건강,한번 알아보고 말 해줄게
26636,건강,내 친구 탈모 래
26637,건강,아직 젊은데 어쩌 냐
26638,건강,헉 유전 많던데 친구
26639,건강,그런 거 같아
26640,건강,지금 그래서 약 먹는 거 같던데
26641,건강,큰일 이네
26642,건강,스트레스 엄청 받을 텐데
26643,건강,나도 놀리긴 했는데 애가 상처 받은 거 같아서 미안하더라
26644,건강,더 늙어 보이 고 그럴 텐데 고민 많겠다
26645,건강,걔 대머리 되기 전 빨리 결혼 해야 해
26646,건강,탈모 라는 건 무조건 숨겨야겠네 큰일
26647,건강,위 벗겨지면 티 나겠지
26648,건강,아니면 찐 사랑 만나야지
26649,건강,그것 까지 사랑 해 줄 여자 구함
26650,건강,평생 찾아야 할 수도 있어
26651,건강,안쓰럽다
26652,건강,아우 많이 스트레스 일 듯
26653,건강,머리 잘 감는데 비듬 왜 이렇게 생기지
26654,건강,지루 성 피부 뭐 그런 거 라서 그럴 걸
26655,건강,나도 잘은 모르겠네
26656,건강,미안
26657,건강,샴푸 를 바꿔야 하는 건가
26658,건강,바꿔야지
26659,건강,당연히 관리 받고
26660,건강,머리 관리 를 받아야 되는 거야
26661,건강,두피 관리 이런 거 받더라
26662,건강,두피 관리 받는 세상 왔구나
26663,건강,알려줘서 고마워
26664,건강,여자 들 은 관리 하더라 그런 것
26665,건강,대단하다
26666,건강,그렇게 못 살 거 같아
26667,건강,그치
26668,건강,나도 그런 거 귀찮아
26669,건강,생긴 대로 살다 가련
26670,건강,나도 그럴란다
26671,건강,남자 들 이란
26672,건강,아파
26673,건강,충치 생긴 거 같아
26674,건강,이빨 좀 닦고 자라고
26675,건강,거 유전 이래
26676,건강,양치 잘 해
26677,건강,유전 이야 충치 신기
26678,건강,약하고 하는 것 유전 이라고 하던데
26679,건강,튼튼해
26680,건강,충치 한번 안 생김
26681,건강,대박 부럽다
26682,건강,치과 다닌 적 없겠네
26683,건강,치과 엄청 다녔지
26684,건강,교정 했어
26685,건강,교정 아프다던데 그건 년 정도 해
26686,건강,거의 년 했던 거 같아
26687,건강,왜케 오래 했어
26688,건강,대부분 년 하는 거 아니야
26689,건강,유지 장치 를 잘 안 해서 오래 했어
26690,건강,지금 팔꿈치 왜 이리 아프냐
26691,건강,팔꿈치 를 어디 계속 대고 있었어
26692,건강,몰라 팔꿈치 아프네
26693,건강,넘어진 것 없는데
26694,건강,모르게 턱 받치고 있던 건 아니지
26695,건강,아니야 오늘 하루 종일 누워있었어
26696,건강,갑자기 왜 그러는 거지
26697,건강,그러니까 갑자기 아프네
26698,건강,몸 고장 난 듯
26699,건강,그럴 땐 푹 쉬어야 돼
26700,건강,가만히 누워만 있어야지
26701,건강,걱정 해줘서 고마워
26702,건강,아플 땐 누워있는 게 최고 지
26703,건강,컨디션 안 좋으면 아무 것 안 하는 게 최고
26704,건강,형도 건강 관리 잘 해
26705,건강,약속 이야
26706,건강,컨디션 회복 해줘야 돼
26707,건강,약속 할게
26708,건강,형 잘 지내고 있어
26709,건강,어디 아픈 곳 없이 건강하지
26710,건강,잘 지내지
26711,건강,온몸 아파
26712,건강,건강하지 않아
26713,건강,건강하지 않다니
26714,건강,형 은 어디가 아픈데
26715,건강,어지럽고 허리 아프고 힘들어
26716,건강,머리 왜 어지러워
26717,건강,감기 온 거 아니야
26718,건강,스트레스 받아서 런가 어지러워
26719,건강,스트레스 받아서 런가 어지러워
26720,건강,요즘 신경 쓰는 일이 많은가 봐
26721,건강,좀 쉬어
26722,건강,걱정 해줘서 고맙다
26723,건강,그래서 좀 쉴라 하는 데 일이 너무 바빠
26724,건강,지금 바쁘면 좋지
26725,건강,일 할 데도 없다고 하는데
26726,건강,건강 우선 이니까 스트레스 받지 말 자 우리
26727,건강,알겠어
26728,건강,형도 최대한 스트레스 받지 말고 일해
26729,건강,우리 둘 스트레스 받지 않기로 약속 하자
26730,건강,약속 하자
26731,건강,건강 해로운 게 스트레스
26732,건강,치과 가서 스케일링 하는데 아파서 죽는 줄
26733,건강,너무 시리잖아
26734,건강,시리는 건 둘째 치고 오랜 만 갔더니 피 엄청 나더라
26735,건강,그게 오랜 만 갈수록 피 더 많이
26736,건강,잇몸 관리 를 잘 못 해서 런가 봐
26737,건강,나도 받으러 가야 되는데 무섭다
26738,건강,무슨 헌혈 하는 줄
26739,건강,양치 잘 할 거야 이제
26740,건강,그리고 주 기적 으로 가서 꼭 받자
26741,건강,우리 치과 자주 가서 잇몸 관리 잘 하자
26742,건강,형 갈 때 나도 같이 데려가
26743,건강,같이 가기 로 약속 해줘
26744,건강,우리 손 잡고 같이 가자
26745,건강,내 매번 챙길게
26746,건강,알겠어
26747,건강,고마워
26748,건강,형 만 믿고 갈게
26749,건강,잘 하는 데 로 가자
26750,건강,건강 생각 하면 야식 끊어야 하는데
26751,건강,야식 끊는다는 건 한텐 있을 수 없어
26752,건강,나도
26753,건강,야식 몸 안 좋대
26754,건강,밤 늦게 먹으니 당연히 안 좋을 수 밖에 없긴 해
26755,건강,어떻게 끊을 수가 있냐고
26756,건강,형 매일 일 야식 하는 사람 잖아
26757,건강,야식 빼놓을 수가 없어
26758,건강,그래서 위 안 좋은가
26759,건강,그럴 수도
26760,건강,그리고 건강 챙길 거 면 술 담배 부터 끊어야지
26761,건강,무섭다
26762,건강,술 은 거의 안 마시는데 담배
26763,건강,야식 보다 술 담배 끊는 게 먼저 라고 생각 한다
26764,건강,이번 담배 끊기로 약속 할까
26765,건강,술 보다 담배 를 먼저 끊기는 해야 하는데 거부 한다
26766,건강,미안
26767,건강,내 볼 때 형 은 야식 문제 아니야
26768,건강,치과 자주 가는 편이
26769,건강,우리 치과 같이 갈까
26770,건강,무서워서 자주 안
26771,건강,나도
26772,건강,세상 치과 제일 무서워
26773,건강,나도 병원 중 치과 제일 무서워
26774,건강,요즘 치과 많이 좋아졌다는데
26775,건강,무서워
26776,건강,좋아 졌어도 안 아픈 건 아니잖아
26777,건강,그치
26778,건강,치과 너무 가기 싫어
26779,건강,제일 가기 싫은 병원 순위
26780,건강,사랑니 뽑으러 치과 가야 하는데 너무 무섭다
26781,건강,사랑니 큰 병원 가야 되는 거 아니야
26782,건강,잘 나서 일반 병원 에서 뽑아도 된다 러더 라고
26783,건강,이쁘게 나면 큰 병원 안 가도 되나 보네
26784,건강,잘 지내
26785,건강,요즘 어디 아픈 곳 없지
26786,건강,자세 안 좋아서 쑤시는 거 말곤 아픈데 없지
26787,건강,건강해서 좋네
26788,건강,운동 은 자주 하는 편이
26789,건강,운동 잘 안 해
26790,건강,움직 것 귀찮아
26791,건강,건강 은 타고난 거
26792,건강,건강 왜 타고나
26793,건강,건강하다고 한 적 없어
26794,건강,아픈데 없다 길래 그런 줄 알았지
26795,건강,감기 이런 거 안 걸리지
26796,건강,아마 관절 이나 혈관 이런 곳 은 안 좋을걸
26797,건강,감기 만 안 걸려도 좋겠다
26798,건강,난 겨울 감기 달 고 살아서
26799,건강,감기 잘 안 걸려
26800,건강,그런 질병 안 걸리는 거 같더라고
26801,건강,타고난 면역 력 땡큐 베리 감사
26802,건강,부럽다
26803,건강,질병 더 많아
26804,건강,밖에 너무 안 나가서
26805,건강,안녕
26806,건강,혹시 도수 치료 받아 본 적 있어
26807,건강,사람 들 많이 하더라
26808,건강,아직 안 해봤어
26809,건강,요즘 도수 치료 보험 된다고 하더라
26810,건강,보험 적용 돼서 저렴하게 할 수 있대
26811,건강,처음 받을 때 한 시간 만 원 이었는데 좋아졌다
26812,건강,지금 정도 나올 걸
26813,건강,하는 거 랑 받는 거 따라서 다른 거 같던데
26814,건강,요즘 은 한 시간 안 하더라고
26815,건강,그러고 가격 은 좀 저렴하고
26816,건강,전 에는 한 시간 넘게 해줬어
26817,건강,전 에는 무조건 한 시간 이었어
26818,건강,요즘 은 시간 조절 되 더 라고
26819,건강,도수 치료 꾸준하게 받아야 된다고 그러더라
26820,건강,그래서 비용 만 만치 않아
26821,건강,보험 돼서 다행 이지
26822,건강,아는 동생 몇 십만 원 주고받았다던데 보험 적용 돼도
26823,건강,건강하려면 수면 시간 중요한 것 같아요
26824,건강,기본 적 으로 얼마나 자야 할까
26825,건강,저 시간 은 자야지 좋더라구요
26826,건강,시간
26827,건강,이상 자는 것 좋진 않아
26828,건강,넘 많이 자면 무기 력 해져요
26829,건강,어떤 사람 은 시간 만 자도 된다 그러고 뭐 맞는 거지
26830,건강,사람 마다 다르긴 한 것 같아요
26831,건강,자기 몸 은 자기 니깐 본인 가장 잘 알겠지
26832,건강,맞아요
26833,건강,넘 적게 자면 몸 약해지더라구요
26834,건강,잠 얼마나 자는 것 중요하지만 얼마나 깊게 자는지도 중요해
26835,건강,형 만의 깊은 잠 위 한 비법 있나요
26836,건강,자기 전 핸드폰 하지 않는 거야
26837,건강,요즘 건강 적신호 들어왔어
26838,건강,어디 아파
26839,건강,문제 생겼어
26840,건강,건강검진 했는데 간이 안 좋다던데
26841,건강,간이 안 좋은 거 면 술 너무 많이 마신 거 아니야
26842,건강,런가
26843,건강,술 요즘 많이 마시긴 했는데
26844,건강,금주 해야겠다
26845,건강,간이 안 좋은 거 면 술 이랑 관련 있는 거 잖아
26846,건강,런가 봐
26847,건강,이제 슬 금주 해야 하나
26848,건강,금주 하고 건강 챙겨야지
26849,건강,영 양제 같은 거 좀 챙겨 먹어
26850,건강,영 양제 챙겨 먹는 거 따로 있어
26851,건강,센트룸 이라고 종합 비타민 챙겨 먹고 있어
26852,건강,나도 아는데
26853,건강,슬슬 인삼 챙겨 먹으려고
26854,건강,인삼 비싼데 능력 있구나
26855,건강,인삼 정관 장 아닌가
26856,건강,난 정관 장 사려 고
26857,건강,정관 장 에서 몸 좋은 거 많이 팔더라
26858,건강,그치
26859,건강,정관 장 먹고 몸 보신 좀 해야지
26860,건강,건강 잘 챙겨야 해
26861,건강,요즘 은 면역 력 강해야 오래 산다구
26862,건강,운동 쉽지 않네
26863,건강,운동 즐기면서 하는 사람 많겠나
26864,건강,운동 즐기면서 하는 사람 은 많을거 같은데
26865,건강,그럴 수도 있지 운동 왜
26866,건강,어제 운동 잘 안되 더 라고
26867,건강,지금 부상 당한거처럼 어깨 아프다
26868,건강,운동 하고 담날 아플수도 있지
26869,건강,운동 좀 쉬워졌으면 좋겠다
26870,건강,운동 하는데 쉽게 잘 되면 제대로 운동 되고 있는거 아닌거 알제
26871,건강,자세 잘 못 되도 운동 은 어려워
26872,건강,부상 당하기 쉽다고
26873,건강,운동 꾸준히 해야지
26874,건강,말린 어깨 피는게 쉽지 않네
26875,건강,펴지는게 어디 고
26876,건강,좀 펴진거 같나
26877,건강,이전 보다는 낫긴 하다
26878,건강,계속 운동 열심히 해야 겠네
26879,건강,열심히 해야지
26880,건강,말짱 도루묵 될 수 없어
26881,건강,그렇지만 난 운동 하기 귀찮다
26882,건강,아빠 이번 눈 때문 병원 가신 거 괜찮아요
26883,건강,병원 에서 아무 이상 없다고 했다
26884,건강,다행 이에요
26885,건강,아빠 건강 잘 챙기세요
26886,건강,아들 고맙다 덕분 챙긴다
26887,건강,아플 때 빨리 병원 가야 해요
26888,건강,아들 건강 챙기고
26889,건강,우리 가족 같이 건강 챙겨요
26890,건강,아주 좋구나 아들 정말
26891,건강,아빠 요새 운동 하세요
26892,건강,운동 하지 요새 왜
26893,건강,주변 어르신 들 운동 하더라구요
26894,건강,요새 많이 하더라
26895,건강,아빠 무슨 운동 하세요
26896,건강,아빠 매주 축구 하지
26897,건강,저 같이 해도 되나요
26898,건강,주말 같이 가자
26899,건강,이번 친구 다리 수술 해요
26900,건강,누구 말 이니
26901,건강,절친 수술 하니
26902,건강,이번 축구 하다가 다쳐서 수술 해요
26903,건강,어쩌다가 다리 수술 하니
26904,건강,운동 엄청 열심히 했나 봐요
26905,건강,아들 은 몸 사리면 서 하지
26906,건강,저 사리면 서 하죠 운동
26907,건강,건강 관리 잘 하고
26908,건강,알겠습니다
26909,건강,건강 관리 잘 할게요
26910,건강,걱정 해 주셔서 감사해요
26911,건강,엄마 감기 괜찮아졌니
26912,건강,엄마 감기 괜찮아졌어요
26913,건강,다행 이구나
26914,건강,아들 엄마 뭐 먹었니
26915,건강,엄마 탕수육 제 시켜 드렸어요
26916,건강,아들 잘 했다
26917,건강,아빠 언제 오세요
26918,건강,이따가 시 간다 아들
26919,건강,건강 보험 공단 에서 건강검진 대상자 라고 연락 왔던데
26920,건강,아직 건강검진 안 받고 뭐 했냐
26921,건강,월 중 병원 가야 지 귀찮네
26922,건강,귀찮긴 하다
26923,건강,건강한게 최고다
26924,건강,아파서 치료받으면 서글프다
26925,건강,그러니까
26926,건강,돈 은 돈대 로 엄청 깨지고
26927,건강,실비 보험 은 가입 되어 있지
26928,건강,가입 되어 있지
26929,건강,실비 보험 은 무조건 있어야지
26930,건강,굿 실비 보험 은 꼭 있어야 한다
26931,건강,건강검진 받으러 병원 빨리 가라
26932,건강,월 당장 다음주
26933,건강,뭐 이리 시간 빨 리가
26934,건강,월 겁나 바쁘겠네
26935,건강,병원 가는거 귀찮아 하면 안되는데
26936,건강,알면서도 귀찮지
26937,건강,귀찮다며
26938,건강,머리 로는 알 지만 몸 귀찮지
26939,건강,것 저 것 검사 받아 보고 싶기는 한데
26940,건강,내 몸 상태 정확하게 알 고 싶음
26941,건강,지금 시간 있을 때 병원
26942,건강,엉덩이 음성 종양 자꾸 피지 쌓이는데 짜내고 살이 차서 구멍 매 꿔져야 피부 과 안 가고 없어질텐데
26943,건강,몇 년 동안 병원 안 가면 보험료 를 감면 해주는 혜택 있으면 참 좋을텐데
26944,건강,이건 왜 차만 가능한 건지
26945,건강,대부터는 건강 안좋아져서 대 때 부터 관리 해줘야 한 대
26946,건강,피부 과 보험 안되니까 진료 비 더욱 비싸게 느껴져
26947,건강,대부터 헬스 를 열심히 다녀면 대 때 더 건강할려나
26948,건강,최소한 유산균 이랑 비타민 정도 먹기 시작 해야 할까
26949,건강,랑 같이 비타민 공구 할 사람
26950,건강,새로 생긴 보험 들 은 그렇게 된다 더 라고
26951,건강,병원 자주 가서 걸 로 실비 바꾸면 손해 일듯
26952,건강,랑 같이 먹자
26953,건강,대 때 여러가지 영양소 를 가진 영 양제 를 잘 챙겨 먹어줘야해
26954,건강,마그네슘 이랑 칼슘 먹어야 할텐데
26955,건강,비타민 를 좀 챙겨서 피로 관리 를 해볼까 나도 같이 먹자
26956,건강,엽산 은 임신 했을 때 만 먹는게 아니라 평상시 에도 먹어줘야해
26957,건강,남자 아연
26958,건강,건강 위해 서 챙겨 먹어야 할 영 양제 너무 많다구
26959,건강,비타민 홍삼 유산균 까지 아침 마다 챙겨 먹는다구
26960,건강,내 남자친구 를 위해 아연 들어간 영 양제 를 구매 해줘야겠어
26961,건강,빈혈 있어서 철분 챙겨 먹어야 할 듯
26962,건강,비타민 를 주문 해볼까 하는데 너무 비싸서 고민 된다
26963,건강,영양소 부족 인 것 같아 영 양제 보다 밥 더 잘 챙겨 먹어야겠어
26964,건강,건강 위 해서는 하루 라도 어릴 때 근육 만들어 놓아야겠어
26965,건강,들 가장 큰 수술 받은게 뭐 였어
26966,건강,수술 한적 없어
26967,건강,난 머리 터졌었어 어렸을 때
26968,건강,살 꼬 매는거 말고는 딱히 수술 이나 시술 받은 적 없어
26969,건강,흐하 아팠겠다 그건
26970,건강,머리 터지면 기절 해서 몰라
26971,건강,나도 머리 찢어졌었지만 빨간 약 바르고 놀았어
26972,건강,다행 이다 다치치마 누나
26973,건강,걱정 해 줘서 땡큐
26974,건강,난 마취 하고 꿰맸다고 했어 엄마
26975,건강,어려서 놀다가 벽 벽돌 던지고 노는데 벽돌 벽 맞고 튕겨 서 내 머리 로 맞췄어
26976,건강,뭐 머리 고무 뭐
26977,건강,머리 고무 인 건 또 뭐 여
26978,건강,그런데도 다친지 모르다가 친구 엄마 보고 머리 에서 피 흐른다고 해서 알았어
26979,건강,감각 없으시냐 구 요
26980,건강,무슨 일이
26981,건강,성인 돼서도 사물함 머리 박아 서 머리 찢어졌지
26982,건강,난 그런 적은 없어 적어도
26983,건강,허를 뭐 몰랐네 그런 일이
26984,건강,아팠는데 찢어진지도 모르고 일 했잖어
26985,건강,들 가장 큰 부상 뭐 였어
26986,건강,수술 한 적이있지만 부상 은 없어
26987,건강,난 생각 해 봐도 부러진거 말곤 없는거 같아 심각할 정도 로는
26988,건강,새끼 발가락 골절 당한 부상 이었어
26989,건강,너무 아팠겠다 흐
26990,건강,어떻게 걸어 다니냐
26991,건강,하지만 아프지는 않았어 몽유병 중 다친거거든
26992,건강,맞다 요즘 은 어때
26993,건강,몽유병 많이 나아졌니
26994,건강,이제 사라졌어 그래서 괜찮아
26995,건강,걱정 해 줘서 고마워
26996,건강,다행 이다 그건
26997,건강,무서울 거 같아 옆 있는 사람 은
26998,건강,하지만 이제 몽유병 없어
26999,건강,큐
27000,건강,위험해 무엇 보다
27001,건강,몽유병 때문 죽는 사람 많아
27002,건강,하지만 병원 갈 정도 아니었어
27003,건강,허르 그렇구나
27004,건강,살아서 다행 이야
27005,건강,몽유병 심한 사람 은 밖 으로 나돌잖아
27006,건강,들 신체 의 가장 자신 있는 부분 뭐
27007,건강,근육 많아 히 히
27008,건강,난 아까도 말 했다시피 허리 얇아
27009,건강,다리 길어 만 알 지만
27010,건강,몰랐어
27011,건강,아마도 평생 모를 거 같아
27012,건강,내 신체 중 자신 있는 부분 인데 만 알
27013,건강,비밀 거든
27014,건강,뭐 그게
27015,건강,몰랐고 부럽네
27016,건강,정말 비밀스럽네
27017,건강,언니 종아리 알 없잖아
27018,건강,그게 부러워
27019,건강,눈 자신 있는 신체 부위
27020,건강,신기해
27021,건강,어떻게 종아리 알 없지 서서 일 하는데
27022,건강,왜냐하면 살이 라서
27023,건강,뭐 만 하면 근육 돼
27024,건강,나도
27025,건강,종아리 알 은 없어지지도 않아
27026,건강,살이 너무 많아
27027,건강,인생 에서 한번 이라도 말라보 고 싶어
27028,건강,그건 운동 하고 식단 하면 되잖아
27029,건강,들 신체 중 가장 안좋은 부분 뭐
27030,건강,흠 어디 지
27031,건강,난 위 유전 적 으로 안좋은 편이
27032,건강,발목 매우 약해
27033,건강,나도
27034,건강,술 못 먹어
27035,건강,이는 통뼈 아니었나 통뼈 괜찮은데
27036,건강,나도 간이 좋지 못 해
27037,건강,신장 유전 적 으로 안좋아
27038,건강,들 어디가 하나 씩 고장 났네
27039,건강,신장 은 신경 안 쓰고 살아왔어
27040,건강,들 건강하자 유전 이야 병원 가면 안좋다 뜸
27041,건강,신장 안 좋으면 물 아주 많이 마셔야해
27042,건강,정말
27043,건강,물 매우 안 마셔
27044,건강,그래서 런가 물 리더 먹어
27045,건강,물 안 마시면 나중 신장 무리 갈 수도 있어
27046,건강,물 꼭 많이 마셔 볼 게
27047,건강,걱정 해 줘서 고마워
27048,건강,물 많이 마시자
27049,건강,들 우리 들 하루 물 리터 이상 마시기 로 약속 하자
27050,건강,요즘 물 많이 마시려고 노력 중
